2.577977509798079936e+01,-4.701113327831838973e+01
2.406943062043162485e+01,-5.496487050849255951e+01
2.209925341966312828e+01,-6.235961815205489245e+01
1.988910935646553568e+01,-6.911419281760103672e+01
1.746219010492917079e+01,-7.515206134762240708e+01
1.484501315244435737e+01,-8.040134081850689540e+01
1.206742179970145123e+01,-8.479479854053843724e+01
9.160289727464730802e+00,-8.827638859930992510e+01
6.152102709544783110e+00,-9.080721724317065480e+01
3.076766505102791260e+00,-9.234415531414073541e+01
-3.174576337524765562e-02,-9.285936529787407778e+01
-3.139742939802474986e+00,-9.234141175274376678e+01
-6.213815834491356327e+00,-9.079526130984210397e+01
-9.220837224153596523e+00,-8.824228267298072126e+01
-1.212796185190019038e+01,-8.472024661869043882e+01
-1.490262642724137976e+01,-8.028332599622135035e+01
-1.751254962608664201e+01,-7.500209572754283727e+01
-1.993117600539286016e+01,-6.894523502955618710e+01
-2.213553383349293213e+01,-6.217513995314706676e+01
-2.410139954816162700e+01,-5.476836143104663535e+01
-2.580792904509634766e+01,-4.680534379408336321e+01
-2.723765770110543372e+01,-3.837042470612799860e+01
-2.837650037410815074e+01,-2.955183516409361033e+01
-2.921375140313467611e+01,-2.044169949793563745e+01
-2.974208460832614875e+01,-1.113603537065154114e+01
-2.995758376004752677e+01,-1.734326581394078470e+00
-2.986012908990577230e+01,7.682099200572655384e+00
-2.944950916907260563e+01,1.702773431978538099e+01
-2.872777767487232126e+01,2.620878877427249876e+01
-2.770056956929660075e+01,3.513346558374953332e+01
-2.637710109900458022e+01,4.371196078961902742e+01
-2.477016979532275442e+01,5.185646345497096377e+01
-2.289615447424506200e+01,5.948115566458218240e+01
-2.077501523643286419e+01,6.650221252491667201e+01
-1.843029346721490569e+01,7.283780216412564812e+01
-1.588886240262995919e+01,7.840905773627113717e+01
-1.317528747834978375e+01,8.315795803682797782e+01
-1.031796481074354688e+01,8.701856055839374449e+01
-7.348092252555851189e+00,8.993116862143685353e+01
-4.297580550458293125e+00,9.185206768169305747e+01
-1.199053345049711172e+00,9.275352533016517498e+01
1.914152829143978884e+00,9.262379129312320458e+01
5.007988543669744885e+00,9.146709743210439569e+01
8.047691476147425860e+00,8.930365774391316336e+01
1.099778641026976267e+01,8.616966836062107404e+01
1.382481328222174000e+01,8.211317914754532410e+01
1.650211683965548204e+01,7.718156381232445540e+01
1.899986730422717685e+01,7.143430324457338543e+01
2.129088334594528575e+01,6.493814677098356469e+01
2.335106767668107963e+01,5.776658671120937072e+01
2.515940705016865309e+01,4.999985837786803700e+01
2.669797226200491380e+01,4.172494007653968140e+01
2.795191814964957899e+01,3.303555310576744120e+01
2.890948359242522869e+01,2.403216175705700053e+01
2.956287041995431508e+01,1.481131368526581937e+01
2.990692037195136521e+01,5.447473701617038699e+00
2.993617467866545567e+01,-3.969564473026901741e+00
2.964869648276641811e+01,-1.334925451942950581e+01
2.904621494181929720e+01,-2.260131190051908590e+01
2.813412522828430440e+01,-3.163571386139050645e+01
2.692148852951692817e+01,-4.036269942930323396e+01
2.542103204776773850e+01,-4.869276941368321587e+01
2.364914900018266408e+01,-5.653668640612110607e+01
2.162589861880269382e+01,-6.380547478037373565e+01
1.937187181439961492e+01,-7.042403974603828942e+01
1.690847951646527392e+01,-7.631679424663325051e+01
1.426169966257719679e+01,-8.140076295529058825e+01
1.145922609128375846e+01,-8.560662716143154682e+01
8.530464166241417345e+00,-8.887874946015998034e+01
5.506530776215313061e+00,-9.117517375226134391e+01
2.420254335078733110e+00,-9.246762524420347518e+01
-6.938252181866830792e-01,-9.274151044813613964e+01
-3.799456419490663706e+00,-9.199591718189113010e+01
-6.860943792356223092e+00,-9.024407671553183263e+01
-9.848297532547736211e+00,-8.751123697447076211e+01
-1.272753661785804269e+01,-8.382991879714531080e+01
-1.546662669230136622e+01,-7.924306156767933373e+01
-1.803606856864040964e+01,-7.380424296699384001e+01
-2.040889822838613910e+01,-6.757767897280722025e+01
-2.256068682179758156e+01,-6.063822385963580786e+01
-2.446954066788226001e+01,-5.307137019879266404e+01
-2.611610125439574404e+01,-4.497324885838909125e+01
-2.748356527926419446e+01,-3.644998120717381340e+01
-2.855879825133168382e+01,-2.758182789606277652e+01
