2.999999999999999645e+01,0.000000000000000000e+00
2.984191771072604027e+01,-9.415809381616172757e+00
2.936935858412675415e+01,-1.874234678433098722e+01
2.858660687728091077e+01,-2.788823718928423290e+01
2.750100625782391361e+01,-3.676272743429264978e+01
2.612311048405270597e+01,-4.527640736961112111e+01
2.446668340492579929e+01,-5.334120985793271785e+01
2.254864727841810179e+01,-6.087172790452365945e+01
2.038848663909336523e+01,-6.779236486059930655e+01
1.800853083349335293e+01,-7.401345229024326500e+01
1.543334229898794696e+01,-7.945210390996868455e+01
1.268954373497100185e+01,-8.403776447906753333e+01
9.805818102860314411e+00,-8.771220979961069020e+01
6.812908626097628151e+00,-9.042954671644788789e+01
3.743618790148665276e+00,-9.215621311720771303e+01
6.328123425030736104e-01,-9.287097793229762033e+01
-2.482807422184313051e+00,-9.256513781271164021e+01
-5.571385513530345612e+00,-9.124723517271273465e+01
-8.599194447368692096e+00,-8.893342183976825766e+01
-1.153184012114282631e+01,-8.564919007519685579e+01
-1.433714258601931668e+01,-8.143225767641625623e+01
-1.698513604688773171e+01,-7.633256797694333784e+01
-1.944806886236073140e+01,-7.041228984639406008e+01
-2.170040354477398736e+01,-6.374581769048352697e+01
-2.371881676018622898e+01,-5.641977145102593028e+01
-2.548219932837925583e+01,-4.853299660593454234e+01
-2.697282359181800260e+01,-4.018773261016607989e+01
-2.817886861897217443e+01,-3.145165377977923882e+01
-2.908692453661452504e+01,-2.240853099331628684e+01
-2.968662239065193376e+01,-1.314646458700007692e+01
-2.997123109246709660e+01,-3.754623634193010595e+00
-2.993765741891857957e+01,5.676754054603036614e+00
-2.958644601234075111e+01,1.505636193174689552e+01
-2.892177938054385322e+01,2.429182471245781372e+01
-2.795147789681394457e+01,3.328969837481551508e+01
-2.668690711541694327e+01,4.195631814949854288e+01
-2.514002647735695462e+01,5.021452167286859236e+01
-2.332506891586371012e+01,5.797316644681831121e+01
-2.125971192876683347e+01,6.513946474770759210e+01
-1.896442761623208995e+01,7.162890618221727834e+01
-1.646248268076145749e+01,7.736525768734887265e+01
-1.377993842719308759e+01,8.228056353042472892e+01
-1.094565076270126802e+01,8.631514530908806648e+01
-7.991270196796504521e+00,8.941760195130285638e+01
-4.951003863520044845e+00,9.154535251164222132e+01
-1.855948193146161218e+00,9.267633925050341759e+01
1.259743757157560928e+00,9.279221345353649042e+01
4.360751224708003804e+00,9.188414877302101047e+01
7.412960914042696636e+00,8.995861618966236506e+01
1.038346699691988206e+01,8.703738401259165869e+01
1.324057111231837780e+01,8.315751787936581252e+01
1.595378236643767167e+01,7.837138075596753595e+01
1.849381733269789052e+01,7.274663293680539766e+01
2.083260005173985263e+01,6.636623204471355564e+01
2.294421740283098998e+01,5.932391730490764559e+01
2.481078820270874985e+01,5.168629734096409578e+01
2.641271215638070302e+01,4.353083926657694747e+01
2.773261513528824551e+01,3.494208068052867588e+01
2.875666615057761888e+01,2.600678694197252483e+01
2.947457735309998128e+01,1.681395117043241072e+01
2.987960403341139326e+01,7.454794245802649044e+00
2.996854462177280354e+01,-1.977235191651382840e+00
2.974174068815007033e+01,-1.138646074129417052e+01
2.920304078290995520e+01,-2.067757149061463195e+01
2.835813150676017358e+01,-2.977467479323431476e+01
2.721374680482038855e+01,-3.858424008683331152e+01
